id,age,job,marital,education,balance,housing,loan,contact
2369,32,technician,married,primary,62,yes,yes,unknown
2370,25,admin.,single,secondary,768,yes,no,unknown
2371,41,blue-collar,married,secondary,429,yes,no,unknown
2372,37,admin.,married,secondary,36,yes,no,unknown
2373,29,blue-collar,married,primary,0,yes,no,unknown
2374,29,technician,single,secondary,544,yes,no,unknown
2375,46,services,divorced,primary,91,yes,no,unknown
2376,32,management,single,tertiary,-3,yes,no,unknown
2377,30,admin.,single,secondary,1374,yes,no,unknown
2378,38,management,married,tertiary,119,yes,no,unknown
2379,22,services,single,secondary,279,yes,no,unknown
2380,22,management,single,secondary,594,yes,no,unknown
2381,32,services,single,secondary,-121,yes,yes,unknown
2382,36,blue-collar,married,secondary,-195,yes,no,unknown
2383,30,technician,single,secondary,-208,yes,yes,unknown
2384,26,blue-collar,single,secondary,309,yes,no,unknown
2385,41,blue-collar,divorced,primary,210,yes,no,unknown
2386,42,unemployed,married,secondary,135,yes,no,unknown
2387,45,blue-collar,married,secondary,66,yes,no,unknown
2388,24,services,single,secondary,-122,yes,no,unknown
2389,54,retired,divorced,tertiary,0,no,no,unknown
2390,33,blue-collar,single,unknown,-90,yes,no,unknown
2391,28,blue-collar,married,primary,286,yes,no,unknown
2392,36,admin.,married,secondary,-423,yes,yes,unknown
2393,34,blue-collar,single,primary,505,yes,no,unknown
2394,28,admin.,single,secondary,296,yes,no,unknown
2395,31,technician,single,tertiary,279,yes,no,unknown
2396,53,services,married,secondary,367,yes,yes,unknown
2397,20,blue-collar,single,secondary,129,yes,yes,unknown
2398,47,retired,married,primary,-13,no,no,unknown
2399,33,blue-collar,married,primary,1309,yes,no,unknown
2400,24,blue-collar,single,secondary,-10,yes,no,unknown
2401,23,admin.,single,secondary,5,yes,no,unknown
2402,27,blue-collar,single,secondary,71,yes,no,unknown
2403,23,admin.,single,secondary,281,yes,no,unknown
2404,30,blue-collar,married,secondary,173,yes,no,unknown
2405,34,blue-collar,divorced,secondary,383,yes,no,unknown
2406,55,blue-collar,divorced,primary,39,yes,no,unknown
2407,57,management,married,primary,1052,yes,no,unknown
2408,59,retired,divorced,unknown,-49,yes,no,unknown
2409,20,services,single,secondary,-103,yes,no,unknown
2410,30,services,married,secondary,-846,yes,no,unknown
2411,41,admin.,married,secondary,705,yes,no,unknown
2412,37,services,single,secondary,1950,yes,no,unknown
2413,31,admin.,divorced,secondary,253,yes,no,unknown
2414,39,management,single,tertiary,595,yes,no,unknown
2415,28,blue-collar,married,secondary,-185,yes,yes,unknown
2416,44,blue-collar,married,primary,353,yes,no,unknown
2417,31,technician,married,secondary,2363,yes,no,unknown
2418,28,blue-collar,married,unknown,52,yes,no,unknown
2419,51,technician,married,unknown,205,yes,yes,unknown
2420,34,management,married,tertiary,1557,yes,yes,unknown
2421,24,technician,single,tertiary,596,yes,no,unknown
2422,29,self-employed,single,tertiary,-114,yes,no,unknown
2423,50,management,married,primary,478,no,no,unknown
2424,21,blue-collar,single,secondary,614,yes,no,unknown
2425,29,blue-collar,single,secondary,783,yes,no,unknown
2426,26,blue-collar,single,secondary,401,yes,no,unknown
2427,26,admin.,single,secondary,92,yes,no,unknown
2428,21,blue-collar,single,secondary,-273,yes,yes,unknown
2429,23,blue-collar,single,primary,2594,yes,no,unknown
2430,25,services,single,secondary,382,yes,no,unknown
2431,40,blue-collar,married,primary,-166,yes,no,unknown
2432,39,admin.,divorced,secondary,-141,yes,no,unknown
2433,25,blue-collar,single,secondary,-250,yes,no,unknown
2434,26,technician,married,tertiary,3825,yes,no,unknown
2435,57,technician,married,secondary,0,no,no,unknown
2436,61,retired,married,primary,1060,yes,no,unknown
2437,34,blue-collar,married,secondary,-185,yes,yes,unknown
2438,47,unemployed,married,secondary,955,yes,no,unknown
2439,31,self-employed,married,secondary,263,yes,no,unknown
2440,45,blue-collar,married,secondary,4646,yes,no,unknown
2441,33,technician,single,tertiary,989,yes,yes,unknown
2442,27,technician,married,secondary,232,yes,yes,unknown
2443,41,unemployed,married,primary,1483,yes,no,unknown
2444,58,technician,married,secondary,7495,yes,no,unknown
2445,45,management,married,tertiary,0,yes,yes,unknown
2446,49,self-employed,married,tertiary,2199,yes,no,unknown
2447,42,blue-collar,married,secondary,476,yes,no,unknown
2448,52,blue-collar,married,secondary,148,yes,no,unknown
2449,52,services,married,secondary,3241,yes,no,unknown
2450,49,retired,married,primary,2665,yes,no,unknown
2451,59,retired,married,secondary,1875,yes,no,unknown
2452,54,management,married,primary,879,yes,no,unknown
2453,46,blue-collar,married,secondary,1934,yes,no,unknown
2454,44,management,married,tertiary,0,no,no,unknown
2455,26,services,married,secondary,380,yes,no,unknown
2456,46,blue-collar,married,secondary,2485,yes,no,unknown
2457,59,retired,married,primary,5521,yes,yes,unknown
2458,43,blue-collar,married,unknown,24,yes,no,unknown
2459,50,blue-collar,married,secondary,160,yes,no,unknown
2460,26,blue-collar,single,secondary,-204,yes,no,unknown
2461,54,blue-collar,married,unknown,363,yes,no,unknown
2462,44,technician,divorced,secondary,181,no,no,unknown
2463,36,admin.,divorced,secondary,307,yes,no,unknown
2464,51,services,married,unknown,193,yes,no,unknown
2465,59,retired,married,secondary,3382,yes,no,unknown
2466,42,management,married,tertiary,1823,yes,no,unknown
2467,41,services,married,secondary,-111,yes,no,unknown
2468,43,blue-collar,married,unknown,3373,yes,no,unknown
2469,40,self-employed,married,primary,92,yes,no,unknown
2470,32,technician,married,tertiary,463,yes,no,unknown
2471,55,technician,married,unknown,1192,yes,no,unknown
2472,59,retired,married,secondary,2376,no,no,unknown
2473,30,blue-collar,married,secondary,-166,yes,yes,unknown
2474,47,admin.,married,secondary,3960,yes,no,unknown
2475,23,entrepreneur,single,primary,4,yes,no,unknown
2476,44,blue-collar,married,primary,23,yes,no,unknown
2477,45,technician,married,secondary,639,yes,no,unknown
2478,35,technician,single,secondary,2144,yes,no,unknown
2479,41,technician,divorced,secondary,225,yes,yes,unknown
2480,59,management,divorced,primary,13308,yes,no,unknown
2481,29,services,single,primary,95,yes,no,unknown
2482,48,services,married,secondary,1199,yes,no,unknown
2483,49,management,married,tertiary,400,yes,no,unknown
2484,60,blue-collar,married,primary,1262,yes,yes,unknown
2485,45,management,married,tertiary,849,no,no,unknown
2486,48,management,married,tertiary,1949,yes,no,unknown
2487,45,entrepreneur,divorced,tertiary,-395,yes,no,unknown
2488,48,management,married,tertiary,618,no,no,unknown
2489,54,retired,married,primary,0,yes,no,unknown
2490,44,technician,married,tertiary,0,yes,yes,unknown
2491,46,blue-collar,single,primary,355,yes,no,unknown
2492,52,admin.,divorced,secondary,131,yes,yes,unknown
2493,44,management,married,tertiary,6203,yes,yes,unknown
2494,52,services,divorced,secondary,1635,yes,no,unknown
2495,46,entrepreneur,single,tertiary,580,yes,no,unknown
2496,54,admin.,divorced,secondary,1814,no,no,unknown
2497,49,entrepreneur,divorced,secondary,159,yes,no,unknown
2498,46,management,married,tertiary,48,no,no,unknown
2499,48,services,divorced,primary,189,yes,no,unknown
2500,43,blue-collar,married,unknown,-633,yes,yes,unknown
2501,50,blue-collar,married,primary,5356,no,no,unknown
2502,44,blue-collar,married,secondary,476,yes,no,unknown
2503,43,unemployed,divorced,secondary,4478,yes,no,unknown
2504,51,admin.,single,secondary,3132,no,no,unknown
2505,59,retired,married,tertiary,-892,yes,no,unknown
2506,52,technician,married,secondary,11,yes,no,unknown
2507,35,admin.,single,secondary,414,yes,no,unknown
2508,36,blue-collar,married,secondary,1165,yes,no,unknown
2509,32,services,married,secondary,3839,yes,no,unknown
2510,41,blue-collar,married,secondary,196,yes,no,unknown
2511,47,blue-collar,married,primary,521,yes,no,unknown
2512,45,services,married,secondary,350,yes,yes,unknown
2513,45,blue-collar,married,secondary,8680,yes,no,unknown
2514,45,entrepreneur,divorced,tertiary,0,yes,no,unknown
2515,29,technician,single,secondary,309,yes,no,unknown
2516,36,management,married,tertiary,125,yes,no,unknown
2517,37,blue-collar,divorced,secondary,368,yes,no,unknown
2518,44,admin.,married,secondary,1362,yes,no,unknown
2519,56,retired,married,secondary,296,yes,no,unknown
2520,52,management,married,unknown,2240,yes,no,unknown
2521,57,management,married,secondary,1026,yes,no,unknown
2522,54,services,married,secondary,1301,yes,no,unknown
2523,49,entrepreneur,married,primary,199,no,no,unknown
2524,24,blue-collar,single,unknown,11,yes,no,unknown
2525,42,self-employed,married,tertiary,5,yes,no,unknown
2526,40,management,married,tertiary,373,yes,yes,unknown
2527,25,management,single,tertiary,1270,yes,no,unknown
2528,28,blue-collar,single,secondary,416,yes,no,unknown
2529,53,retired,married,secondary,-27,no,no,unknown
2530,40,admin.,divorced,secondary,221,yes,no,unknown
2531,27,services,single,secondary,331,yes,no,unknown
2532,34,management,married,tertiary,402,yes,no,unknown
2533,56,self-employed,married,secondary,123,no,no,unknown
2534,45,blue-collar,married,secondary,105,yes,yes,unknown
2535,27,blue-collar,married,secondary,0,yes,no,unknown
2536,53,retired,married,tertiary,1691,no,no,unknown
2537,34,technician,single,tertiary,2,yes,no,unknown
2538,44,admin.,single,unknown,3,yes,no,unknown
2539,46,blue-collar,married,primary,399,yes,no,unknown
2540,53,retired,single,secondary,1421,yes,no,unknown
2541,26,technician,married,tertiary,8,yes,yes,unknown
2542,31,admin.,single,secondary,150,yes,yes,unknown
2543,35,services,married,secondary,-371,yes,no,unknown
2544,43,technician,married,secondary,1916,yes,no,unknown
2545,47,blue-collar,married,primary,300,yes,no,unknown
2546,37,entrepreneur,divorced,secondary,175,yes,yes,unknown
2547,57,retired,married,tertiary,3571,no,no,unknown
2548,41,blue-collar,married,primary,1135,yes,no,unknown
2549,55,admin.,divorced,unknown,789,yes,no,unknown
2550,51,admin.,divorced,secondary,2195,yes,no,unknown
2551,27,blue-collar,single,secondary,1311,yes,no,unknown
2552,53,management,married,secondary,-689,yes,no,unknown
2553,39,admin.,single,secondary,14,yes,yes,unknown
2554,35,admin.,married,secondary,56,yes,no,unknown
2555,28,technician,single,secondary,26765,no,no,unknown
2556,29,blue-collar,divorced,unknown,17,yes,no,unknown
2557,51,technician,married,secondary,463,yes,no,unknown
2558,46,admin.,single,secondary,751,yes,no,unknown
2559,50,unemployed,married,secondary,3478,yes,no,unknown
2560,56,entrepreneur,married,unknown,88,yes,no,unknown
2561,28,blue-collar,married,secondary,64,yes,no,unknown
2562,51,management,married,tertiary,36,yes,no,unknown
2563,54,housemaid,married,secondary,42,yes,no,unknown
2564,47,blue-collar,married,primary,113,yes,no,unknown
2565,49,self-employed,married,secondary,358,yes,yes,unknown
2566,46,blue-collar,divorced,primary,274,yes,no,unknown
2567,41,management,married,tertiary,0,yes,no,unknown
2568,45,admin.,married,secondary,985,yes,no,unknown
2569,31,blue-collar,married,primary,81,yes,no,unknown
2570,53,admin.,divorced,secondary,592,yes,no,unknown
2571,60,admin.,divorced,unknown,791,yes,no,unknown
2572,55,retired,married,secondary,708,yes,no,unknown
2573,54,technician,divorced,secondary,51,yes,no,unknown
2574,46,blue-collar,married,primary,0,yes,no,unknown
2575,41,technician,single,unknown,356,yes,no,unknown
2576,34,admin.,married,secondary,34,yes,no,unknown
2577,51,technician,married,secondary,12061,yes,no,unknown
2578,31,admin.,single,secondary,513,yes,no,unknown
2579,55,technician,married,secondary,6958,yes,yes,unknown
2580,44,management,married,tertiary,126,yes,no,unknown
2581,25,services,single,secondary,54,yes,no,unknown
2582,36,blue-collar,married,secondary,373,yes,no,unknown
2583,33,blue-collar,married,secondary,304,yes,no,unknown
2584,46,blue-collar,married,secondary,781,no,no,unknown
2585,43,blue-collar,divorced,primary,42,no,no,unknown
2586,46,management,married,tertiary,618,yes,no,unknown
2587,53,blue-collar,married,secondary,1570,yes,no,unknown
2588,52,technician,divorced,secondary,1161,yes,no,unknown
2589,57,management,divorced,unknown,0,no,no,unknown
2590,31,blue-collar,single,secondary,-745,yes,no,unknown
2591,54,services,married,secondary,88,yes,no,unknown
2592,37,management,married,tertiary,1330,yes,no,unknown
2593,41,blue-collar,married,secondary,641,yes,no,unknown
2594,44,admin.,married,secondary,1423,yes,no,unknown
2595,26,services,single,secondary,8206,yes,no,unknown
2596,40,blue-collar,married,primary,4436,yes,no,unknown
2597,32,admin.,divorced,secondary,1611,yes,yes,unknown
2598,44,technician,single,tertiary,607,yes,no,unknown
2599,44,blue-collar,married,primary,300,yes,no,unknown
2600,35,technician,married,secondary,304,yes,no,unknown
2601,49,services,married,secondary,254,yes,no,unknown
2602,44,technician,married,secondary,3790,yes,no,unknown
2603,40,blue-collar,married,secondary,59,yes,no,unknown
2604,39,blue-collar,married,secondary,1554,yes,no,unknown
2605,51,blue-collar,divorced,tertiary,257,yes,no,unknown
2606,59,retired,divorced,primary,643,yes,no,unknown
2607,42,admin.,married,secondary,128,yes,no,unknown
2608,47,services,divorced,secondary,743,yes,yes,unknown
2609,57,blue-collar,married,primary,1460,no,no,unknown
2610,42,management,married,secondary,-32,yes,no,unknown
2611,40,services,married,primary,1117,yes,no,unknown
2612,44,technician,married,primary,2887,yes,no,unknown
2613,38,admin.,single,unknown,446,yes,no,unknown
2614,51,management,married,tertiary,1212,yes,no,unknown
2615,48,management,married,tertiary,2218,yes,no,unknown
2616,48,blue-collar,married,secondary,705,no,no,unknown
2617,42,blue-collar,divorced,primary,299,yes,no,unknown
2618,48,entrepreneur,married,tertiary,313,yes,no,unknown
2619,49,management,married,tertiary,12482,yes,yes,unknown
2620,44,services,married,secondary,29312,no,no,unknown
2621,44,services,married,primary,2226,yes,yes,unknown
2622,32,blue-collar,single,secondary,1940,yes,yes,unknown
2623,43,blue-collar,married,secondary,576,yes,yes,unknown
2624,44,services,divorced,secondary,0,yes,yes,unknown
2625,53,admin.,divorced,secondary,887,yes,no,unknown
2626,43,blue-collar,married,primary,17,yes,no,unknown
2627,31,technician,married,secondary,106,yes,no,unknown
2628,48,management,married,tertiary,489,yes,no,unknown
2629,46,technician,single,secondary,148,yes,no,unknown
2630,41,blue-collar,divorced,secondary,14,yes,yes,unknown
2631,26,management,married,tertiary,1531,yes,no,unknown
2632,26,blue-collar,married,secondary,3108,yes,no,unknown
2633,52,admin.,divorced,secondary,26,yes,no,unknown
2634,47,blue-collar,married,primary,2466,yes,no,unknown
2635,47,blue-collar,married,unknown,1045,yes,no,unknown
2636,27,blue-collar,married,primary,-588,no,no,unknown
2637,31,services,married,secondary,413,yes,no,unknown
2638,60,retired,married,tertiary,0,yes,no,unknown
2639,58,retired,married,primary,193,yes,yes,unknown
2640,44,blue-collar,married,secondary,1340,yes,no,unknown
2641,32,blue-collar,married,secondary,363,yes,no,unknown
2642,33,blue-collar,married,primary,-306,yes,yes,unknown
2643,38,admin.,married,secondary,607,yes,no,unknown
2644,35,technician,divorced,secondary,556,yes,no,unknown
2645,47,technician,married,secondary,449,yes,yes,unknown
2646,32,blue-collar,single,secondary,338,yes,no,unknown
2647,41,management,married,primary,-4,yes,yes,unknown
2648,30,management,single,tertiary,623,yes,no,unknown
2649,60,retired,married,secondary,1390,no,yes,unknown
2650,36,blue-collar,divorced,secondary,719,yes,no,unknown
2651,46,blue-collar,married,primary,369,yes,no,unknown
2652,58,blue-collar,married,primary,1357,yes,no,unknown
2653,52,entrepreneur,married,unknown,0,yes,no,unknown
2654,55,management,married,secondary,0,yes,no,unknown
2655,43,blue-collar,married,primary,2047,yes,no,unknown
2656,24,admin.,single,secondary,507,yes,no,unknown
2657,24,blue-collar,married,primary,-427,yes,no,unknown
2658,25,blue-collar,married,secondary,53,yes,no,unknown
2659,40,technician,married,secondary,93,yes,no,unknown
2660,31,blue-collar,married,secondary,822,yes,no,unknown
2661,31,technician,single,secondary,849,yes,yes,unknown
2662,26,blue-collar,single,secondary,-214,yes,no,unknown
2663,52,blue-collar,married,secondary,161,yes,no,unknown
2664,25,technician,single,tertiary,800,yes,no,unknown
2665,40,blue-collar,married,secondary,598,yes,no,unknown
2666,42,blue-collar,divorced,secondary,-135,yes,no,unknown
2667,31,technician,married,tertiary,0,yes,yes,unknown
2668,43,entrepreneur,married,secondary,59,no,no,unknown
